0.428437,0.427260,0.400082,0.386199,0.402318,0.423260,0.422790,0.409142,0.423319,0.388023,0.426025,0.419083,0.423319,0.420613,0.414789,0.405553,0.104359,0.000000,0.000000,0.342785,0.426966,0.427025,0.429261,0.425849,0.428084,0.430555,0.430202,0.428260,0.426790,0.430849,0.425554,0.404789,0.412377,0.410789,0.410730,0.411848,0.411848,0.410730,0.411730,0.410495,0.411142,0.411907,0.410554,0.410436,0.410318,0.410495,0.411201,0.394964,0.391376,0.388846,0.391847,0.390435,0.391905,0.393317,0.391611,0.392435,0.390788,0.390376,0.391847,0.389376,0.392141,0.391023,0.389964,0.390788,0.391847,0.391141,0.391611,0.391435,0.390317,0.392729,0.392258,0.393317,0.391141,0.391376,0.392905,0.391494,0.392905,0.392729,0.391729,0.392200,0.391494,0.391905,0.391729,0.392023,0.392258,0.392141,0.394494,0.391376,0.391611,0.391082,0.392788,0.391847,0.392611,0.392905,0.392082,0.391435,0.392200,0.391964,0.392200,0.391317
0.391317,0.392552,0.392141,0.391082,0.392317,0.391494,0.392905,0.391317,0.393082,0.392082,0.392611,0.392611,0.391729,0.392082,0.392082,0.390964,0.391494,0.391494,0.391670,0.390435,0.391847,0.392611,0.392552,0.391729,0.391847,0.391905,0.391729,0.393611,0.393553,0.391435,0.393788,0.391729,0.393200,0.391847,0.391141,0.393494,0.391670,0.392847,0.392729,0.393200,0.393023,0.392552,0.392258,0.391317,0.391729,0.391023,0.394200,0.393906,0.391905,0.391199,0.391788,0.393376,0.393670,0.390905,0.391494,0.393964,0.393964,0.391082,0.391670,0.391670,0.391905,0.393611,0.393258,0.392964,0.391905,0.391729,0.392494,0.393670,0.393553,0.391729,0.391435,0.390729,0.392552,0.392729,0.392788,0.393141,0.392964,0.392964,0.392376,0.392611,0.392200,0.406494,0.425201,0.426143,0.424966,0.414083,0.413907,0.413907,0.414436,0.415201,0.398376,0.372551,0.376081,0.371787,0.378199,0.383140,0.372728,0.397847,0.378434,0.407436
0.419306,0.408305,0.458736,0.371637,0.373113,0.391066,0.364684,0.418210,0.487118,0.354541,0.379542,0.422020,0.362684,0.389590,0.389019,0.385018,0.038859,0.000000,0.197343,0.383494,0.383304,0.384304,0.384447,0.385066,0.384256,0.385637,0.384590,0.384590,0.384256,0.385685,0.385209,0.385256,0.385399,0.383113,0.383399,0.384542,0.384828,0.383209,0.382637,0.384399,0.383875,0.383685,0.382828,0.383113,0.382637,0.384066,0.382399,0.383828,0.384447,0.382875,0.383018,0.382209,0.382685,0.381971,0.382733,0.383209,0.382018,0.381685,0.384066,0.381637,0.383447,0.383256,0.382828,0.383018,0.383304,0.382828,0.381971,0.382828,0.383256,0.383828,0.384352,0.383113,0.382733,0.382733,0.383256,0.383590,0.383256,0.382447,0.381685,0.380590,0.383637,0.385923,0.385304,0.382780,0.383352,0.383161,0.382875,0.383066,0.382209,0.383542,0.382209,0.381780,0.382161,0.382494,0.383828,0.381685,0.382018,0.382875,0.383113,0.383494
0.382304,0.381352,0.382542,0.382637,0.385399,0.382399,0.383923,0.383352,0.384256,0.028382,0.000000,0.206629,0.381447,0.392352,0.479642,0.378637,0.378304,0.428354,0.260060,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.232011,0.368113,0.374304,0.369732,0.471927,0.459593,0.365255,0.330825,0.358208,0.332540,0.353588,0.400352,0.420020,0.483975,0.416925,0.344540,0.377875,0.407924,0.520644,0.412210,0.405400,0.378494,0.401400,0.465784,0.503786,0.536883,0.516167,0.479737,0.444497,0.395162,0.440497,0.449212,0.450545,0.453641,0.420258,0.444116,0.409400,0.571789,0.559598,0.577599,0.538216,0.482785,0.537883,0.489404,0.477451,0.397828,0.382161,0.379066,0.366065,0.417258,0.375256,0.364589,0.377304,0.382875,0.397495,0.474832,0.463974,0.449164,0.451164,0.416782,0.513929,0.472451,0.468498,0.417925,0.412734,0.353303,0.354731,0.370589,0.357636,0.343778,0.359255,0.388923
0.350205,0.346560,0.356721,0.354463,0.381303,0.385271,0.367044,0.389303,0.376044,0.358431,0.347237,0.379851,0.380367,0.380657,0.361786,0.373528,0.371431,0.353011,0.354205,0.350237,0.345043,0.344237,0.356334,0.346624,0.363431,0.345430,0.346947,0.350592,0.344237,0.350108,0.371722,0.361947,0.353818,0.338592,0.363754,0.347624,0.341269,0.356915,0.357624,0.352076,0.369786,0.335140,0.349592,0.332398,0.328204,0.350302,0.338592,0.348495,0.337527,0.357915,0.356786,0.368270,0.325817,0.365721,0.341656,0.337850,0.361915,0.353657,0.354108,0.349785,0.336333,0.377141,0.345301,0.369528,0.363205,0.360366,0.364399,0.374109,0.352140,0.397110,0.365592,0.364173,0.353044,0.365915,0.365399,0.344753,0.367334,0.376625,0.377335,0.356689,0.365625,0.376819,0.359463,0.372302,0.371431,0.382528,0.370335,0.356979,0.357108,0.313075,0.356979,0.354592,0.351011,0.351011,0.100229,0.042969,0.376044,0.375851,0.375593,0.375786
0.377238,0.377367,0.376786,0.377432,0.377367,0.375690,0.378270,0.376786,0.375980,0.377754,0.375464,0.184264,0.307332,0.383980,0.380948,0.374367,0.376206,0.371818,0.361625,0.357366,0.363044,0.382657,0.382657,0.382335,0.383141,0.383270,0.383335,0.383819,0.382238,0.382851,0.383819,0.385045,0.382303,0.383335,0.383529,0.383496,0.383045,0.383077,0.383335,0.382690,0.383238,0.383754,0.383625,0.383012,0.383206,0.383109,0.382819,0.382948,0.383174,0.383206,0.382625,0.383980,0.382980,0.382528,0.382464,0.383561,0.383109,0.383303,0.384335,0.383335,0.382496,0.382980,0.382819,0.382464,0.382464,0.382270,0.383432,0.382851,0.384690,0.383625,0.382819,0.382561,0.384012,0.382238,0.382722,0.383658,0.383464,0.383432,0.383077,0.383367,0.383045,0.384012,0.379851,0.383432,0.383851,0.383787,0.382464,0.383206,0.341850,0.000000,0.187942,0.373335,0.428272,0.375302,0.361560,0.383529,0.366818,0.388142,0.411465,0.390722
0.414301,0.409967,0.379854,0.430968,0.402189,0.403578,0.381355,0.429802,0.370687,0.403300,0.347964,0.382966,0.376632,0.372576,0.411523,0.417134,0.414190,0.371465,0.352242,0.378077,0.357575,0.361965,0.338297,0.352408,0.341130,0.360576,0.373521,0.364465,0.404745,0.391911,0.398411,0.387022,0.421579,0.410634,0.414523,0.392133,0.367020,0.398300,0.400133,0.447303,0.419912,0.395355,0.409745,0.427190,0.399800,0.391522,0.394522,0.383244,0.394300,0.400022,0.409356,0.411245,0.413745,0.408578,0.427802,0.445525,0.476138,0.440580,0.377021,0.472637,0.496972,0.499917,0.519862,0.080727,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.178010,0.367076,0.478415,0.391466,0.423912,0.470637,0.453525,0.437580,0.400744,0.408800,0.002222,0.000000,0.057837,0.372576,0.374799,0.377077,0.376465,0.374965,0.375965,0.377077,0.373021,0.377243,0.375076,0.374354,0.376188,0.375743,0.374354,0.375688,0.375854
0.373076,0.375465,0.373799,0.375965,0.375799,0.375632,0.375299,0.374021,0.373243,0.376188,0.373521,0.375743,0.375688,0.375632,0.374743,0.374799,0.377243,0.375076,0.375632,0.375243,0.374854,0.373687,0.373965,0.373965,0.375354,0.374854,0.372743,0.374243,0.376354,0.375132,0.372632,0.377632,0.377465,0.376799,0.375688,0.375354,0.376465,0.374687,0.374354,0.376743,0.375743,0.374243,0.377021,0.375799,0.374354,0.376965,0.374854,0.375410,0.374076,0.374799,0.375688,0.374243,0.375910,0.374632,0.375632,0.374132,0.373687,0.375243,0.375021,0.374799,0.375354,0.369465,0.376299,0.377021,0.375243,0.375188,0.374632,0.375132,0.375799,0.375299,0.374687,0.373021,0.376410,0.373854,0.375354,0.375410,0.375910,0.375854,0.370909,0.376354,0.375799,0.375076,0.374187,0.377799,0.375299,0.374132,0.376076,0.375799,0.376688,0.377077,0.375410,0.374576,0.376799,0.375799,0.376132,0.375688,0.333074,0.000000,0.000000,0.135785
0.365273,0.377236,0.372273,0.378384,0.364384,0.361050,0.355309,0.358939,0.371347,0.367088,0.386755,0.372421,0.162043,0.000000,0.279121,0.393533,0.388311,0.382088,0.381607,0.380866,0.380755,0.380236,0.380051,0.381570,0.381644,0.379829,0.383755,0.384792,0.385903,0.386385,0.384199,0.384570,0.385385,0.384718,0.384829,0.343050,0.310419,0.382496,0.387385,0.382347,0.385496,0.385125,0.384977,0.384311,0.305048,0.391940,0.390385,0.389940,0.393570,0.392163,0.390792,0.390829,0.390755,0.391348,0.390496,0.391459,0.391644,0.390977,0.391755,0.392348,0.392163,0.391570,0.392385,0.392681,0.391977,0.391903,0.391829,0.392496,0.391829,0.393089,0.391866,0.390977,0.392570,0.392829,0.392348,0.391570,0.392459,0.391274,0.391977,0.392311,0.391607,0.391718,0.391792,0.393089,0.392089,0.392533,0.391681,0.391829,0.390903,0.391644,0.391459,0.391977,0.392200,0.391792,0.391903,0.393163,0.392385,0.393422,0.392385,0.391385
0.393169,0.392054,0.393554,0.392438,0.392438,0.391707,0.391784,0.392900,0.393900,0.390630,0.392246,0.393323,0.390938,0.393861,0.392207,0.391515,0.392207,0.393631,0.392823,0.391669,0.392669,0.393477,0.391977,0.391015,0.392361,0.393015,0.392746,0.392823,0.392400,0.392746,0.254779,0.246933,0.182084,0.324359,0.385592,0.388130,0.393400,0.395400,0.395207,0.393092,0.395900,0.394900,0.395631,0.393554,0.394323,0.395207,0.394400,0.395900,0.179161,0.000000,0.244086,0.390784,0.380976,0.362706,0.361014,0.369014,0.377361,0.369745,0.369399,0.348783,0.414401,0.356898,0.370783,0.411708,0.399362,0.359668,0.373284,0.356360,0.354591,0.387630,0.353014,0.401285,0.372591,0.353706,0.354206,0.357591,0.346244,0.351321,0.348898,0.385015,0.376168,0.394708,0.402554,0.405131,0.366437,0.365476,0.346359,0.355552,0.366283,0.365629,0.372399,0.345398,0.334897,0.350783,0.352090,0.365514,0.376014,0.362552,0.389938,0.436863
